attrition,age,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_count,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_18,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
no,51,travel_rarely,1169,research_development,7,4,medical,1,211,2,male,34,2,2,manufacturing_director,3,married,6132,13983,2,y,no,17,3,3,80,0,10,2,3,1,0,0,0
no,58,travel_rarely,1145,research_development,9,3,medical,1,214,2,female,75,2,1,research_scientist,2,married,3346,11873,4,y,yes,20,4,2,80,1,9,3,2,1,0,0,0
no,40,travel_rarely,630,sales,4,4,marketing,1,215,3,male,67,2,3,sales_executive,4,married,10855,8552,7,y,no,11,3,1,80,1,15,2,2,12,11,2,11
no,34,travel_frequently,303,sales,2,4,marketing,1,216,3,female,75,3,1,sales_representative,3,married,2231,11314,6,y,no,18,3,4,80,1,6,3,3,4,3,1,2
no,22,travel_rarely,1256,research_development,19,1,medical,1,217,3,male,80,3,1,research_scientist,4,married,2323,11992,1,y,no,24,4,1,80,2,2,6,3,2,2,2,2
no,27,non_travel,691,research_development,9,3,medical,1,218,4,male,57,3,1,research_scientist,2,divorced,2024,5970,6,y,no,18,3,4,80,1,6,1,1,2,2,2,2
no,28,travel_rarely,440,research_development,21,3,medical,1,221,3,male,42,3,1,research_scientist,4,married,2713,6672,1,y,no,11,3,3,80,1,5,2,1,5,2,0,2
no,57,travel_rarely,334,research_development,24,2,life_sciences,1,223,3,male,83,4,3,healthcare_representative,4,divorced,9439,23402,3,y,yes,16,3,2,80,1,12,2,1,5,3,1,4
no,27,non_travel,1450,research_development,3,3,medical,1,224,3,male,79,2,1,research_scientist,3,divorced,2566,25326,1,y,yes,15,3,4,80,1,1,2,2,1,1,0,1
no,50,travel_rarely,1452,research_development,11,3,life_sciences,1,226,3,female,53,3,5,manager,2,single,19926,17053,3,y,no,15,3,2,80,0,21,5,3,5,4,4,4
no,41,travel_rarely,465,research_development,14,3,life_sciences,1,227,1,male,56,3,1,research_scientist,3,divorced,2451,4609,4,y,no,12,3,1,80,1,13,2,3,9,8,1,8
no,30,travel_rarely,1339,sales,5,3,life_sciences,1,228,2,female,41,3,3,sales_executive,4,married,9419,8053,2,y,no,12,3,3,80,1,12,2,3,10,9,7,4
no,38,travel_rarely,702,sales,1,4,life_sciences,1,230,1,female,59,2,2,sales_executive,4,single,8686,12930,4,y,no,22,4,3,80,0,12,2,4,8,3,0,7
no,32,travel_rarely,120,research_development,6,5,life_sciences,1,231,3,male,43,3,1,research_scientist,3,single,3038,12430,3,y,no,20,4,1,80,0,8,2,3,5,4,1,4
no,27,travel_rarely,1157,research_development,17,3,technical_degree,1,233,3,male,51,3,1,research_scientist,2,married,3058,13364,0,y,yes,16,3,4,80,1,6,3,2,5,2,1,1
yes,19,travel_frequently,602,sales,1,1,technical_degree,1,235,3,female,100,1,1,sales_representative,1,single,2325,20989,0,y,no,21,4,1,80,0,1,5,4,0,0,0,0
no,36,travel_frequently,1480,research_development,3,2,medical,1,238,4,male,30,3,1,laboratory_technician,2,single,2088,15062,4,y,no,12,3,3,80,0,13,3,2,8,7,7,2
no,30,non_travel,111,research_development,9,3,medical,1,239,3,male,66,3,2,laboratory_technician,1,divorced,3072,11012,1,y,no,11,3,3,80,2,12,4,3,12,9,6,10
no,45,travel_rarely,1268,sales,4,2,life_sciences,1,240,3,female,30,3,2,sales_executive,1,divorced,5006,6319,4,y,yes,11,3,1,80,1,9,3,4,5,4,0,3
no,56,travel_rarely,713,research_development,8,3,life_sciences,1,241,3,female,67,3,1,research_scientist,1,divorced,4257,13939,4,y,yes,18,3,3,80,1,19,3,3,2,2,2,2
no,33,travel_rarely,134,research_development,2,3,life_sciences,1,242,3,male,90,3,1,research_scientist,4,single,2500,10515,0,y,no,14,3,1,80,0,4,2,4,3,1,0,2
yes,19,travel_rarely,303,research_development,2,3,life_sciences,1,243,2,male,47,2,1,laboratory_technician,4,single,1102,9241,1,y,no,22,4,3,80,0,1,3,2,1,0,1,0
no,46,travel_rarely,526,sales,1,2,marketing,1,244,2,female,92,3,3,sales_executive,1,divorced,10453,2137,1,y,no,25,4,3,80,3,24,2,3,24,13,15,7
no,38,travel_rarely,1380,research_development,9,2,life_sciences,1,245,3,female,75,3,1,laboratory_technician,4,single,2288,6319,1,y,no,12,3,3,80,0,2,3,3,2,2,2,1
no,31,travel_rarely,140,research_development,12,1,medical,1,246,3,female,95,3,1,research_scientist,4,married,3929,6984,8,y,yes,23,4,3,80,1,7,0,3,4,2,0,2
no,34,travel_rarely,629,research_development,27,2,medical,1,247,4,female,95,3,1,research_scientist,2,single,2311,5711,2,y,no,15,3,4,80,0,9,3,3,3,2,1,2
yes,41,travel_rarely,1356,sales,20,2,marketing,1,248,2,female,70,3,1,sales_representative,2,single,3140,21728,1,y,yes,22,4,4,80,0,4,5,2,4,3,0,2
no,50,travel_rarely,328,research_development,1,3,medical,1,249,3,male,86,2,1,laboratory_technician,3,married,3690,3425,2,y,no,15,3,4,80,1,5,2,2,3,2,0,2
no,53,travel_rarely,1084,research_development,13,2,medical,1,250,4,female,57,4,2,manufacturing_director,1,divorced,4450,26250,1,y,no,11,3,3,80,2,5,3,3,4,2,1,3
no,33,travel_rarely,931,research_development,14,3,medical,1,252,4,female,72,3,1,research_scientist,2,married,2756,4673,1,y,no,13,3,4,80,1,8,5,3,8,7,1,6
no,40,travel_rarely,989,research_development,4,1,medical,1,253,4,female,46,3,5,manager,3,married,19033,6499,1,y,no,14,3,2,80,1,21,2,3,20,8,9,9
no,55,travel_rarely,692,research_development,14,4,medical,1,254,3,male,61,4,5,research_director,2,single,18722,13339,8,y,no,11,3,4,80,0,36,3,3,24,15,2,15
no,34,travel_frequently,1069,research_development,2,1,life_sciences,1,256,4,male,45,2,2,manufacturing_director,3,married,9547,14074,1,y,no,17,3,3,80,0,10,2,2,10,9,1,9
no,51,travel_rarely,313,research_development,3,3,medical,1,258,4,female,98,3,4,healthcare_representative,2,single,13734,7192,3,y,no,18,3,3,80,0,21,6,3,7,7,1,0
no,52,travel_rarely,699,research_development,1,4,life_sciences,1,259,3,male,65,2,5,manager,3,married,19999,5678,0,y,no,14,3,1,80,1,34,5,3,33,18,11,9
no,27,travel_rarely,894,research_development,9,3,medical,1,260,4,female,99,3,1,research_scientist,2,single,2279,11781,1,y,no,16,3,4,80,0,7,2,2,7,7,0,3
yes,35,travel_rarely,556,research_development,23,2,life_sciences,1,261,2,male,50,2,2,manufacturing_director,3,married,5916,15497,3,y,yes,13,3,1,80,0,8,1,3,1,0,0,1
no,43,non_travel,1344,research_development,7,3,medical,1,262,4,male,37,4,1,research_scientist,4,divorced,2089,5228,4,y,no,14,3,4,80,3,7,3,4,5,4,2,2
no,45,non_travel,1195,research_development,2,2,medical,1,264,1,male,65,2,4,manager,4,married,16792,20462,9,y,no,23,4,4,80,1,22,1,3,20,8,11,8
no,37,travel_rarely,290,research_development,21,3,life_sciences,1,267,2,male,65,4,1,research_scientist,1,married,3564,22977,1,y,yes,12,3,1,80,1,8,3,2,8,7,1,7
no,35,travel_frequently,138,research_development,2,3,medical,1,269,2,female,37,3,2,laboratory_technician,2,single,4425,15986,5,y,no,11,3,4,80,0,10,5,3,6,2,1,2
no,42,non_travel,926,research_development,21,2,medical,1,270,3,female,36,3,2,manufacturing_director,3,divorced,5265,16439,2,y,no,16,3,2,80,1,11,5,3,5,3,0,2
no,38,travel_rarely,1261,research_development,2,4,life_sciences,1,271,4,male,88,3,2,manufacturing_director,3,married,6553,7259,9,y,no,14,3,2,80,0,14,3,3,1,0,0,0
no,38,travel_rarely,1084,research_development,29,3,technical_degree,1,273,4,male,54,3,2,manufacturing_director,4,married,6261,4185,3,y,no,18,3,1,80,1,9,3,1,7,7,1,7
no,27,travel_frequently,472,research_development,1,1,technical_degree,1,274,3,male,60,2,2,manufacturing_director,1,married,4298,9679,5,y,no,19,3,3,80,1,6,1,3,2,2,2,0
no,49,non_travel,1002,research_development,18,4,life_sciences,1,275,4,male,92,3,2,manufacturing_director,4,divorced,6804,23793,1,y,yes,15,3,1,80,2,7,0,3,7,7,1,7
no,34,travel_frequently,878,research_development,10,4,medical,1,277,4,male,43,3,1,research_scientist,3,divorced,3815,5972,1,y,yes,17,3,4,80,1,5,4,4,5,3,2,0
no,40,travel_rarely,905,research_development,19,2,medical,1,281,3,male,99,3,2,laboratory_technician,4,married,2741,16523,8,y,yes,15,3,3,80,1,15,2,4,7,2,3,7
yes,38,travel_rarely,1180,research_development,29,1,medical,1,282,2,male,70,3,2,healthcare_representative,1,married,6673,11354,7,y,yes,19,3,2,80,0,17,2,3,1,0,0,0
yes,29,travel_rarely,121,sales,27,3,marketing,1,283,2,female,35,3,3,sales_executive,4,married,7639,24525,1,y,no,22,4,4,80,3,10,3,2,10,4,1,9
no,22,travel_rarely,1136,research_development,5,3,life_sciences,1,284,4,male,60,4,1,research_scientist,2,divorced,2328,12392,1,y,yes,16,3,1,80,1,4,2,2,4,2,2,2
no,36,travel_frequently,635,research_development,18,1,medical,1,286,2,female,73,3,1,laboratory_technician,4,single,2153,7703,1,y,no,13,3,1,80,0,8,2,3,8,1,1,7
no,40,non_travel,1151,research_development,9,5,life_sciences,1,287,4,male,63,2,2,healthcare_representative,4,married,4876,14242,9,y,no,14,3,4,80,1,5,5,1,3,2,0,2
no,46,travel_rarely,644,research_development,1,4,medical,1,288,4,male,97,3,3,healthcare_representative,1,divorced,9396,12368,7,y,no,16,3,3,80,1,17,3,3,4,2,0,3
yes,32,travel_rarely,1045,sales,4,4,medical,1,291,4,male,32,1,3,sales_executive,4,married,10400,25812,1,y,no,11,3,3,80,0,14,2,2,14,8,9,8
no,30,non_travel,829,research_development,1,1,life_sciences,1,292,3,male,88,2,3,manufacturing_director,3,single,8474,20925,1,y,no,22,4,3,80,0,12,2,3,11,8,5,8
no,27,travel_frequently,1242,sales,20,3,life_sciences,1,293,4,female,90,3,2,sales_executive,3,single,9981,12916,1,y,no,14,3,4,80,0,7,2,3,7,7,0,7
no,51,travel_rarely,1469,research_development,8,4,life_sciences,1,296,2,male,81,2,3,research_director,2,married,12490,15736,5,y,no,16,3,4,80,2,16,5,1,10,9,4,7
yes,30,travel_rarely,1005,research_development,3,3,technical_degree,1,297,4,female,88,3,1,research_scientist,1,single,2657,8556,5,y,yes,11,3,3,80,0,8,5,3,5,2,0,4
no,41,travel_rarely,896,sales,6,3,life_sciences,1,298,4,female,75,3,3,manager,4,single,13591,14674,3,y,yes,18,3,3,80,0,16,3,3,1,0,0,0
yes,30,travel_frequently,334,sales,26,4,marketing,1,299,3,female,52,2,2,sales_executive,1,single,6696,22967,5,y,no,15,3,3,80,0,9,5,2,6,3,0,1
yes,29,travel_rarely,992,research_development,1,3,technical_degree,1,300,3,male,85,3,1,research_scientist,3,single,2058,19757,0,y,no,14,3,4,80,0,7,1,2,6,2,1,5
no,45,non_travel,1052,sales,6,3,medical,1,302,4,female,57,2,3,sales_executive,4,single,8865,16840,6,y,no,12,3,4,80,0,23,2,3,19,7,12,8
no,54,travel_rarely,1147,sales,3,3,marketing,1,303,4,female,52,3,2,sales_executive,1,married,5940,17011,2,y,no,14,3,4,80,1,16,4,3,6,2,0,5
no,36,travel_rarely,1396,research_development,5,2,life_sciences,1,304,4,male,62,3,2,laboratory_technician,2,single,5914,9945,8,y,no,16,3,4,80,0,16,3,4,13,11,3,7
no,33,travel_rarely,147,research_development,4,4,medical,1,305,3,female,47,2,1,research_scientist,2,married,2622,13248,6,y,no,21,4,4,80,0,7,3,3,3,2,1,1
no,37,travel_frequently,663,research_development,11,3,other,1,306,2,male,47,3,3,research_director,4,divorced,12185,10056,1,y,yes,14,3,3,80,3,10,1,3,10,8,0,7
no,38,travel_rarely,119,sales,3,3,life_sciences,1,307,1,male,76,3,3,sales_executive,3,divorced,10609,9647,0,y,no,12,3,3,80,2,17,6,2,16,10,5,13
no,31,non_travel,979,research_development,1,4,medical,1,308,3,male,90,1,2,manufacturing_director,3,married,4345,4381,0,y,no,12,3,4,80,1,6,2,3,5,4,1,4
no,59,travel_rarely,142,research_development,3,3,life_sciences,1,309,3,male,70,2,1,research_scientist,4,married,2177,8456,3,y,no,17,3,1,80,1,7,6,3,1,0,0,0
no,37,travel_frequently,319,sales,4,4,marketing,1,311,1,male,41,3,1,sales_representative,4,divorced,2793,2539,4,y,no,17,3,3,80,1,13,2,3,9,8,5,8
no,29,travel_frequently,1413,sales,1,1,medical,1,312,2,female,42,3,3,sales_executive,4,married,7918,6599,1,y,no,14,3,4,80,1,11,5,3,11,10,4,1
no,35,travel_frequently,944,sales,1,3,marketing,1,314,3,female,92,3,3,sales_executive,3,single,8789,9096,1,y,no,14,3,1,80,0,10,3,4,10,7,0,8
yes,29,travel_rarely,896,research_development,18,1,medical,1,315,3,male,86,2,1,research_scientist,4,single,2389,14961,1,y,yes,13,3,3,80,0,4,3,2,4,3,0,1
no,52,travel_rarely,1323,research_development,2,3,life_sciences,1,316,3,female,89,2,1,laboratory_technician,4,single,3212,3300,7,y,no,15,3,2,80,0,6,3,2,2,2,2,2
no,42,travel_rarely,532,research_development,4,2,technical_degree,1,319,3,male,58,3,5,manager,4,married,19232,4933,1,y,no,11,3,4,80,0,22,3,3,22,17,11,15
no,59,travel_rarely,818,human_resources,6,2,medical,1,321,2,male,52,3,1,human_resources,3,married,2267,25657,8,y,no,17,3,4,80,0,7,2,2,2,2,2,2
no,50,travel_rarely,854,sales,1,4,medical,1,323,4,female,68,3,5,manager,4,divorced,19517,24118,3,y,no,11,3,3,80,1,32,3,2,7,0,0,6
yes,33,travel_rarely,813,research_development,14,3,medical,1,325,3,male,58,3,1,laboratory_technician,4,married,2436,22149,5,y,yes,13,3,3,80,1,8,2,1,5,4,0,4
no,43,travel_rarely,1034,sales,16,3,marketing,1,327,4,female,80,3,4,manager,4,married,16064,7744,5,y,yes,22,4,3,80,1,22,3,3,17,13,1,9
yes,33,travel_rarely,465,research_development,2,2,life_sciences,1,328,1,female,39,3,1,laboratory_technician,1,married,2707,21509,7,y,no,20,4,1,80,0,13,3,4,9,7,1,7
no,52,non_travel,771,sales,2,4,life_sciences,1,329,1,male,79,2,5,manager,3,single,19068,21030,1,y,yes,18,3,4,80,0,33,2,4,33,7,15,12
no,32,travel_rarely,1401,sales,4,2,life_sciences,1,330,3,female,56,3,1,sales_representative,2,married,3931,20990,2,y,no,11,3,1,80,1,6,5,3,4,3,1,2
yes,32,travel_rarely,515,research_development,1,3,life_sciences,1,331,4,male,62,2,1,laboratory_technician,3,single,3730,9571,0,y,yes,14,3,4,80,0,4,2,1,3,2,1,2
no,39,travel_rarely,1431,research_development,1,4,medical,1,332,3,female,96,3,1,laboratory_technician,3,divorced,2232,15417,7,y,no,14,3,3,80,3,7,1,3,3,2,1,2
no,32,non_travel,976,sales,26,4,marketing,1,333,3,male,100,3,2,sales_executive,4,married,4465,12069,0,y,no,18,3,1,80,0,4,2,3,3,2,2,2
no,41,travel_rarely,1411,research_development,19,2,life_sciences,1,334,3,male,36,3,2,research_scientist,1,divorced,3072,19877,2,y,no,16,3,1,80,2,17,2,2,1,0,0,0
no,40,travel_rarely,1300,research_development,24,2,technical_degree,1,335,1,male,62,3,2,research_scientist,4,divorced,3319,24447,1,y,no,17,3,1,80,2,9,3,3,9,8,4,7
no,45,travel_rarely,252,research_development,1,3,other,1,336,3,male,70,4,5,manager,4,married,19202,15970,0,y,no,11,3,3,80,1,25,2,3,24,0,1,7
no,31,travel_frequently,1327,research_development,3,4,medical,1,337,2,male,73,3,3,research_director,3,divorced,13675,13523,9,y,no,12,3,1,80,1,9,3,3,2,2,2,2
no,33,travel_rarely,832,research_development,5,4,life_sciences,1,338,3,female,63,2,1,research_scientist,4,married,2911,14776,1,y,no,13,3,3,80,1,2,2,2,2,2,0,2
no,34,travel_rarely,470,research_development,2,4,life_sciences,1,339,4,male,84,2,2,manufacturing_director,1,married,5957,23687,6,y,no,13,3,2,80,1,13,3,3,11,9,5,9
no,37,travel_rarely,1017,research_development,1,2,medical,1,340,3,female,83,2,1,research_scientist,1,married,3920,18697,2,y,no,14,3,1,80,1,17,2,2,3,1,0,2
no,45,travel_frequently,1199,research_development,7,4,life_sciences,1,341,1,male,77,4,2,manufacturing_director,3,married,6434,5118,4,y,no,17,3,4,80,1,9,1,3,3,2,0,2
yes,37,travel_frequently,504,research_development,10,3,medical,1,342,1,male,61,3,3,manufacturing_director,3,divorced,10048,22573,6,y,no,11,3,2,80,2,17,5,3,1,0,0,0
no,39,travel_frequently,505,research_development,2,4,technical_degree,1,343,3,female,64,3,3,healthcare_representative,3,single,10938,6420,0,y,no,25,4,4,80,0,20,1,3,19,6,11,8
no,29,travel_rarely,665,research_development,15,3,life_sciences,1,346,3,male,60,3,1,research_scientist,4,single,2340,22673,1,y,no,19,3,1,80,0,6,1,3,6,5,1,5
no,42,travel_rarely,916,research_development,17,2,life_sciences,1,347,4,female,82,4,2,research_scientist,1,single,6545,23016,3,y,yes,13,3,3,80,0,10,1,3,3,2,0,2
no,29,travel_rarely,1247,sales,20,2,marketing,1,349,4,male,45,3,2,sales_executive,4,divorced,6931,10732,2,y,no,14,3,4,80,1,10,2,3,3,2,0,2
no,25,travel_rarely,685,research_development,1,3,life_sciences,1,350,1,female,62,3,2,manufacturing_director,3,married,4898,7505,0,y,no,12,3,4,80,2,5,3,3,4,2,1,2
no,42,travel_rarely,269,research_development,2,3,medical,1,351,4,female,56,2,1,laboratory_technician,1,divorced,2593,8007,0,y,yes,11,3,3,80,1,10,4,3,9,6,7,8
no,40,travel_rarely,1416,research_development,2,2,medical,1,352,1,male,49,3,5,research_director,3,divorced,19436,5949,0,y,no,19,3,4,80,1,22,5,3,21,7,3,9
no,51,travel_rarely,833,research_development,1,3,life_sciences,1,353,3,male,96,3,1,research_scientist,4,married,2723,23231,1,y,no,11,3,2,80,0,1,0,2,1,0,0,0
yes,31,travel_frequently,307,research_development,29,2,medical,1,355,3,male,71,2,1,laboratory_technician,2,single,3479,11652,0,y,no,11,3,2,80,0,6,2,4,5,4,1,4
no,32,travel_frequently,1311,research_development,7,3,life_sciences,1,359,2,male,100,4,1,laboratory_technician,2,married,2794,26062,1,y,no,20,4,3,80,0,5,3,1,5,1,0,3
no,38,non_travel,1327,sales,2,2,life_sciences,1,361,4,male,39,2,2,sales_executive,4,married,5249,19682,3,y,no,18,3,4,80,1,13,0,3,8,7,7,5
no,32,travel_rarely,128,research_development,2,1,technical_degree,1,362,4,male,84,2,2,laboratory_technician,1,single,2176,19737,4,y,no,13,3,4,80,0,9,5,3,6,2,0,4
no,46,travel_rarely,488,sales,2,3,technical_degree,1,363,3,female,75,1,4,manager,2,married,16872,14977,3,y,yes,12,3,2,80,1,28,2,2,7,7,7,7
yes,28,travel_rarely,529,research_development,2,4,life_sciences,1,364,1,male,79,3,1,laboratory_technician,3,single,3485,14935,2,y,no,11,3,3,80,0,5,5,1,0,0,0,0
no,29,travel_rarely,1210,sales,2,3,medical,1,366,1,male,78,2,2,sales_executive,2,married,6644,3687,2,y,no,19,3,2,80,2,10,2,3,0,0,0,0
no,31,travel_rarely,1463,research_development,23,3,medical,1,367,2,male,64,2,2,healthcare_representative,4,married,5582,14408,0,y,no,21,4,2,80,1,10,2,3,9,0,7,8
no,25,non_travel,675,research_development,5,2,life_sciences,1,369,2,male,85,4,2,healthcare_representative,1,divorced,4000,18384,1,y,no,12,3,4,80,2,6,2,3,6,3,1,5
no,45,travel_rarely,1385,research_development,20,2,medical,1,372,3,male,79,3,4,healthcare_representative,4,married,13496,7501,0,y,yes,14,3,2,80,0,21,2,3,20,7,4,10
no,36,travel_rarely,1403,research_development,6,3,life_sciences,1,373,4,male,47,3,1,laboratory_technician,4,married,3210,20251,0,y,no,11,3,3,80,1,16,4,3,15,13,10,11
no,55,travel_rarely,452,research_development,1,3,medical,1,374,4,male,81,3,5,manager,1,single,19045,18938,0,y,yes,14,3,3,80,0,37,2,3,36,10,4,13
yes,47,non_travel,666,research_development,29,4,life_sciences,1,376,1,male,88,3,3,manager,2,married,11849,10268,1,y,yes,12,3,4,80,1,10,2,2,10,7,9,9
no,28,travel_rarely,1158,research_development,9,3,medical,1,377,4,male,94,3,1,research_scientist,4,married,2070,2613,1,y,no,23,4,4,80,1,5,3,2,5,2,0,4
no,37,travel_rarely,228,sales,6,4,medical,1,378,3,male,98,3,2,sales_executive,4,married,6502,22825,4,y,no,14,3,2,80,1,7,5,4,5,4,0,1
no,21,travel_rarely,996,research_development,3,2,medical,1,379,4,male,100,2,1,research_scientist,3,single,3230,10531,1,y,no,17,3,1,80,0,3,4,4,3,2,1,0
no,37,non_travel,728,research_development,1,4,medical,1,380,1,female,80,3,3,research_director,4,divorced,13603,11677,2,y,yes,18,3,1,80,2,15,2,3,5,2,0,2
no,35,travel_rarely,1315,research_development,22,3,life_sciences,1,381,2,female,71,4,3,manager,2,divorced,11996,19100,7,y,no,18,3,2,80,1,10,6,2,7,7,6,2
no,38,travel_rarely,322,sales,7,2,medical,1,382,1,female,44,4,2,sales_executive,1,divorced,5605,19191,1,y,yes,24,4,3,80,1,8,3,3,8,0,7,7
no,26,travel_frequently,1479,research_development,1,3,life_sciences,1,384,3,female,84,3,2,manufacturing_director,2,divorced,6397,26767,1,y,no,20,4,1,80,1,6,6,1,6,5,1,4
no,50,travel_rarely,797,research_development,4,1,life_sciences,1,385,1,male,96,3,5,research_director,2,divorced,19144,15815,3,y,no,14,3,1,80,2,28,4,2,10,4,1,6
no,53,travel_rarely,1070,research_development,3,4,medical,1,386,3,male,45,3,4,research_director,3,married,17584,21016,3,y,yes,16,3,4,80,3,21,5,2,5,3,1,3
no,42,travel_rarely,635,sales,1,1,life_sciences,1,387,2,male,99,3,2,sales_executive,3,married,4907,24532,1,y,no,25,4,3,80,0,20,3,3,20,16,11,6
no,29,travel_frequently,442,sales,2,2,life_sciences,1,388,2,male,44,3,2,sales_executive,4,single,4554,20260,1,y,no,18,3,1,80,0,10,3,2,10,7,0,9
no,55,travel_rarely,147,research_development,20,2,technical_degree,1,389,2,male,37,3,2,laboratory_technician,4,married,5415,15972,3,y,yes,19,3,4,80,1,12,4,3,10,7,0,8
no,26,travel_frequently,496,research_development,11,2,medical,1,390,1,male,60,3,2,healthcare_representative,1,married,4741,22722,1,y,yes,13,3,3,80,1,5,3,3,5,3,3,3
no,37,travel_rarely,1372,research_development,1,3,life_sciences,1,391,4,female,42,3,1,research_scientist,4,single,2115,15881,1,y,no,12,3,2,80,0,17,3,3,17,12,5,7
yes,44,travel_frequently,920,research_development,24,3,life_sciences,1,392,4,male,43,3,1,laboratory_technician,3,divorced,3161,19920,3,y,yes,22,4,4,80,1,19,0,1,1,0,0,0
no,38,travel_rarely,688,research_development,23,4,life_sciences,1,393,4,male,82,3,2,healthcare_representative,4,divorced,5745,18899,9,y,no,14,3,2,80,1,10,2,3,2,2,1,2
yes,26,travel_rarely,1449,research_development,16,4,medical,1,394,1,male,45,3,1,laboratory_technician,2,divorced,2373,14180,2,y,yes,13,3,4,80,1,5,2,3,3,2,0,2
no,28,travel_rarely,1117,research_development,8,2,life_sciences,1,395,4,female,66,3,1,research_scientist,4,single,3310,4488,1,y,no,21,4,4,80,0,5,3,3,5,3,0,2
no,49,travel_frequently,636,research_development,10,4,life_sciences,1,396,3,female,35,3,5,research_director,1,single,18665,25594,9,y,yes,11,3,4,80,0,22,4,3,3,2,1,2
no,36,travel_rarely,506,research_development,3,3,technical_degree,1,397,3,male,30,3,2,research_scientist,2,single,4485,26285,4,y,no,12,3,4,80,0,10,2,3,8,0,7,7
